,BrandName,ProductName,ProductMRP,ProductSellingPrice,ProductRating,ProductRatingCount,Category,CategoryByGender,UserSatisfactionLevel
815,Stylecast X Kotty,Straight Fit High-Rise Jeans, 2499, 499,3.8,311,Jeans,Women,Good Choice
816,Roadster,Women Straight Fit Jeans, 2699, 1295,4.0,213,Jeans,Women,Good Choice
817,Turning Blue,Plus Size Women Wide Leg Jeans, 3199, 1449,4.2,309,Jeans,Women,Great Product
818,Basics By Tokyo Talkies,Women Flared Clean Look Jeans, 1999, 669,4.1,9700,Jeans,Women,Great Product
819,Kotty,Women Slim Fit Jeans, 2499, 699,4.1,23,Jeans,Women,Great Product
820,Turning Blue,Plus Size Women Wide Leg Jeans, 3299, 1499,3.8,381,Jeans,Women,Good Choice
821,Roadster,Women No Faded Jeans, 2499, 599,4.2,629,Jeans,Women,Great Product
822,H&M,Women Straight High Jeans,0,0,3.5,634,Jeans,Women,Average
823,Urbano Fashion,Women Wide Leg Jeans, 2099, 986,3.9,581,Jeans,Women,Good Choice
824,Roadster,Women Wide Leg High-Rise Jeans, 2199, 835,4.2,2400,Jeans,Women,Great Product
825,ZUYA,Women Wide Leg High-Rise Jeans, 2499, 990,4.3,82,Jeans,Women,Great Product
826,Freeform by High Star,Women Relaxed Fit Jeans, 2549, 1427,4.3,35,Jeans,Women,Great Product
827,glitchez,Women wide leg Wide Leg Fit Jeans, 1999, 619,4.1,164,Jeans,Women,Great Product
828,SASSAFRAS BASICS,Women Flared High-Rise Jeans, 2498, 999,3.9,282,Jeans,Women,Good Choice
829,FableStreet,Women Straight Mid-Rise Jeans,0,0,4.3,0,Jeans,Women,Great Product
830,Kotty,Women Straight Fit Jeans, 1999, 579,3.8,10000,Jeans,Women,Good Choice
831,High Star,Straight Fit Jeans, 2499, 874,4.0,2000,Jeans,Women,Good Choice
832,Turning Blue,Women Wide Leg High-Rise Jeans, 3699, 1499,4.2,19,Jeans,Women,Great Product
833,DressBerry,Women Bootcut High-Rise Jeans, 2950, 885,3.3,98,Jeans,Women,Average
834,Roadster,Women Skinny Fit Jeans, 2299, 597,3.9,4300,Jeans,Women,Good Choice
835,Go Colors,Women Flared Cotton Jeans, 1999, 1499,4.4,66,Jeans,Women,Great Product
836,COSMIC TRIO,Women Bootcut Jeans, 1899, 854,4.2,310,Jeans,Women,Great Product
837,Stylecast X Kotty,Women Straight Fit Jeans, 1999, 519,4.0,336,Jeans,Women,Good Choice
838,FableStreet,Comfort Fit Wide Leg Jeans,0,0,4.3,0,Jeans,Women,Great Product
839,CURVY STREET,Women Wide Leg Jeans, 2999, 1049,3.7,69,Jeans,Women,Good Choice
840,DressBerry,Bootcut Stretchable J, 2950, 885,3.7,108,Jeans,Women,Good Choice
841,Freeform by High Star,Plus Size Wide Leg Jeans, 2599, 1325,4.3,1400,Jeans,Women,Great Product
842,KOTTY Basics,Women Straight Fit Jeans, 2499, 774,3.4,534,Jeans,Women,Average
843,French Connection,Women Relaxed Fit Jeans, 3299, 1319,3.8,698,Jeans,Women,Good Choice
844,Miss Chase,Women Skinny Fit High-Rise Jeans, 1949, 1188,4.2,3200,Jeans,Women,Great Product
845,StyleCast,Women Flared High-Rise Jeans, 2949, 1356,3.9,632,Jeans,Women,Good Choice
846,Kotty,Women Straight Fit Jeans, 1999, 579,4.0,4200,Jeans,Women,Good Choice
847,Freeform by High Star,Women Plus Size Jeans, 2699, 944,4.3,361,Jeans,Women,Great Product
848,Flying Machine,Women Bootcut High-Rise Jeans, 2399, 1463,4.3,109,Jeans,Women,Great Product
849,glitchez,Women Wide Leg Faded Jeans, 2199, 901,4.1,205,Jeans,Women,Great Product
850,GIVA,Unisex Set Of 2 Finger Ring, 6799, 2787,4.3,0,Jewellery,Women,Great Product
851,GIVA,925 Silver Evil Eye Bracelet, 2599, 779,4.6,51,Jewellery,Women,Excellent
852,Anouk,Gold-Plated Mathapatti, 1699, 373,4.4,49,Jewellery,Women,Great Product
853,Sangria,925 Sterling Silver Nosepin, 999, 799,4.3,0,Jewellery,Women,Great Product
854,Clara,Pearl Pendant With Chain Gift, 3598, 2399,4.8,54,Jewellery,Women,Excellent
855,Sangria,Stone-Studded Mangalsutra, 1999, 399,4.3,0,Jewellery,Women,Great Product
856,Sangria,Set Of 2 Silver-Plated Anklets, 999, 339,4.3,0,Jewellery,Women,Great Product
857,GIVA,925 Silver Set Of 2 Rings, 2999, 1469,1.8,14,Jewellery,Women,Not Recommended
858,MANGO,Set of 2 Finger Rings, 1490, 670,4.1,11,Jewellery,Women,Great Product
859,Rubans,Set of 3 CZ Nose Ring, 998, 399,4.4,29,Jewellery,Women,Great Product
860,Kushal's Fashion Jewellery,Victorian Plated Jewellery Set,0,0,4.3,0,Jewellery,Women,Great Product
861,Maasha,Stainless Steel Necklace, 999, 499,4.3,0,Jewellery,Women,Great Product
862,VENI,SetOf12 Silver-Plated Nosepins, 2299, 597,3.8,21,Jewellery,Women,Good Choice
863,Clara,925 Sterling Silver Pendant, 2998, 1799,4.6,206,Jewellery,Women,Excellent
864,Rubans,22KT Gold Plated Jewellery Set, 3300, 528,4.4,388,Jewellery,Women,Great Product
865,EL REGALO,Half Hoop Earrings, 1099, 290,4.1,940,Jewellery,Women,Great Product
866,Kushal's Fashion Jewellery,Gold-Plated Antique Necklace,0,0,4.3,0,Jewellery,Women,Great Product
867,PANASH,Gold-Plated Head Jewellery, 2249, 558,3.9,7,Jewellery,Women,Good Choice
868,South Temple Jewellery,Gold-Plated Head Jewellery, 699, 573,4.9,9,Jewellery,Women,Excellent
869,Zisthi,Gold-Plated Hoop Earrings, 6599, 2441,4.3,0,Jewellery,Women,Great Product
870,Sangria,Septum No Piercing Nosepin, 999, 499,4.3,0,Jewellery,Women,Great Product
871,Zaveri Pearls,Pack of 3 Contemporary Studs, 2079, 311,4.3,5400,Jewellery,Women,Great Product
872,Reenisaa,Studs Earrings, 1599, 911,4.3,0,Jewellery,Women,Great Product
873,Jewels Galaxy,Women Bangle-Style Bracelet, 1659, 353,4.5,4700,Jewellery,Women,Great Product
874,Jazz and Sizzle,Silver-Plated Maang Tika, 2049, 307,4.5,491,Jewellery,Women,Great Product
875,Kushal's Fashion Jewellery,Kundan Studded Jewellery Set,0,0,4.3,0,Jewellery,Women,Great Product
876,Anouk,Women Gold-Plated Mathapatti, 1999, 399,4.3,40,Jewellery,Women,Great Product
877,Yellow Chimes,Gold-Plated Chained Nosepin, 1800, 432,4.4,120,Jewellery,Women,Great Product
878,Kushal's Fashion Jewellery,Victorian-Plated Jewellery Set,0,0,4.3,0,Jewellery,Women,Great Product
879,Mali Fionna,Gold-Plated Septum Nosepin, 999, 289,4.5,116,Jewellery,Women,Great Product
880,Astrotalk,Dhan Yog Bracelet, 1999, 599,4.1,135,Jewellery,Women,Great Product
881,PALMONAS,925 Sterling Silver Bracelet, 11499, 8049,4.3,0,Jewellery,Women,Great Product
882,KARATCART,Gold-Plated Head Jewellery, 3421, 410,4.2,110,Jewellery,Women,Great Product
883,Priyaasi,Gold-Plated Head Jewellery, 2345, 351,4.7,13,Jewellery,Women,Excellent
884,SHAYA,Women Bracelet, 2300, 1840,4.2,20,Jewellery,Women,Great Product
885,Zaveri Pearls,Gold-Plated Jewellery Set, 2950, 383,3.9,212,Jewellery,Women,Good Choice
886,Adwitiya Collection,Gold-Plated Stud Nosepin, 2159, 499,4.3,0,Jewellery,Women,Great Product
887,GIVA,925 Silver Pearls Studs, 2599, 1221,4.3,0,Jewellery,Women,Great Product
888,Saraf RS Jewellery,Gold-Plated AD & CZ-Studded Handcrafted Jadau Maang Tikka, 3125, 687,4.7,117,Jewellery,Women,Excellent
889,Zaveri Pearls,Kundan Wraparound Bracelet, 2750, 412,4.4,158,Jewellery,Women,Great Product
890,Kushal's Fashion Jewellery,Gold-Plated Jewellery Set,0,0,4.3,0,Jewellery,Women,Great Product
891,KARATCART,Set of 4 Gold-Plated Studs Earrings, 1130, 203,4.4,1900,Jewellery,Women,Great Product
892,Zaveri Pearls,Gold-Plated Jewellery Set, 2995, 359,4.4,4000,Jewellery,Women,Great Product
893,Clara,Rhodium-Plated Pendant, 3798, 2199,4.6,59,Jewellery,Women,Excellent
894,Sangria,925 Sterling Silver Nosepin, 999, 599,4.3,0,Jewellery,Women,Great Product
895,Fida,Gold Plated Jhumkas Earrings, 1399, 545,4.3,145,Jewellery,Women,Great Product
896,925 SILLER,925 Sterling Silver Anklet, 7690, 1845,3.7,11,Jewellery,Women,Good Choice
897,Rubans,Gold Plated Jewellery Set, 5167, 1136,4.2,250,Jewellery,Women,Great Product
898,OOMPH,Kundan-Studded Sheeshphool, 5990, 699,4.5,156,Jewellery,Women,Great Product
899,SHAYA,Women Silver Gold-Plated Wraparound Bracelet, 1800, 1440,4.8,5,Jewellery,Women,Excellent
900,Sangria,V-Neck Pure Cotton Kurta, 2099, 629,4.2,1900,Kurta,Women,Great Product
901,KALINI,Floral Printed Kurta Set, 4999, 1299,4.2,129,Kurta,Women,Great Product
902,TextileNow,Sequinned Anarkali Kurta Set, 4995, 1798,3.9,719,Kurta,Women,Good Choice
903,SINGNI,Kurta with Trousers & Dupatta, 6499, 779,4.0,10100,Kurta,Women,Good Choice
904,KIMAYRA,Floral Printed Kurta Set, 3599, 1399,4.2,2000,Kurta,Women,Great Product
905,TextileNow,Women Solid Kurta Set, 6199, 1999,4.1,26,Kurta,Women,Great Product
906,Sangria,Kurta With Palazzos & Bag, 4999, 1699,4.3,24,Kurta,Women,Great Product
907,Royal Export,Floral Embroidered Kurta Set, 5999, 1117,4.0,1300,Kurta,Women,Good Choice
908,TextileNow,Women Embroidered Kurta Set, 5999, 1787,2.9,28,Kurta,Women,Below Average
909,Aaghnya,Women Printed Kurta Set, 3197, 638,4.1,147,Kurta,Women,Great Product
910,PHYSIL,Women Embroidered Kurta with Pyjamas With Dupatta, 2499, 699,3.6,883,Kurta,Women,Good Choice
911,Libas,Women Yoke Design Kurta with Trousers With Dupatta, 8599, 2699,4.3,0,Kurta,Women,Great Product
912,Sangria,Kaftan & Tube Top With Sharara, 4899, 1567,4.0,705,Kurta,Women,Good Choice
913,PRISCA,Paisley Printed Kurta, 999, 429,4.3,1900,Kurta,Women,Great Product
914,TextileNow,Kurta with Trousers & Dupatta, 4995, 1798,4.2,44,Kurta,Women,Great Product
915,GoSriKi,Women Kurta Set, 4345, 825,3.8,6100,Kurta,Women,Good Choice
916,MOKOSH,Embroidered Kurta Set, 4299, 1461,4.3,455,Kurta,Women,Great Product
917,Libas,Women Printed Kurta Set, 4299, 1349,4.3,0,Kurta,Women,Great Product
918,Anouk,Women Printed Kurta with Trousers With Dupatta, 3299, 989,4.1,1600,Kurta,Women,Great Product
919,Anouk,Women Floral Printed Anarkali Kurta, 3299, 923,4.3,3900,Kurta,Women,Great Product
920,Gerua By Libas,Floral Yoke Design Kurta Sets, 4549, 1199,4.3,0,Kurta,Women,Great Product
921,Indo Era,Women Printed Kurta, 4699, 1499,4.0,68,Kurta,Women,Good Choice
922,KALINI,Printed Straight Kurta Set, 3399, 781,3.8,1300,Kurta,Women,Good Choice
923,TextileNow,Printed Pleated A-Line Kurta, 2199, 656,4.2,145,Kurta,Women,Great Product
924,KIMAYRA,Women Printed Kurta Set, 3599, 1399,4.1,464,Kurta,Women,Great Product
925,KALINI,Printed Straight Kurta Set, 2799, 783,3.8,343,Kurta,Women,Good Choice
926,Libas,Women Embroidered Kurta with Palazzos With Dupatta, 4499, 1799,4.4,4400,Kurta,Women,Great Product
927,Sangria,Floral Printed Kurta Set, 4999, 1599,3.6,68,Kurta,Women,Good Choice
928,Rimeline,Floral Printed Straight Kurta, 1999, 679,4.4,3700,Kurta,Women,Great Product
929,Libas,Women Printed Kurta with Trousers With Dupatta, 7799, 2249,3.5,20,Kurta,Women,Average
930,Indo Era,Kurta With Trousers & Dupatta, 6999, 1799,4.0,5500,Kurta,Women,Good Choice
931,SINGNI,Printed Mirrr Work Kurta Set, 6499, 779,4.0,3700,Kurta,Women,Good Choice
932,Libas,Women Kurta with Palazzos With Dupatta, 10699, 2849,4.1,22,Kurta,Women,Great Product
933,Indo Era,Embroidered Kurta Set, 7999, 1799,4.3,8100,Kurta,Women,Great Product
934,Anouk,Women Floral Embroidered Kurta, 1999, 619,4.1,125,Kurta,Women,Great Product
935,Libas,Woven Design Regular Kurta Set, 6999, 2949,4.5,2200,Kurta,Women,Great Product
936,anayna,Floral Printed Kurta Sets, 3325, 1097,4.5,647,Kurta,Women,Great Product
937,Indo Era,Floral Printed Kurta Sets, 2999, 1799,4.1,469,Kurta,Women,Great Product
938,VIBE VISION,Printed Straight Kurta Set, 4399, 759,3.7,60,Kurta,Women,Good Choice
939,FIORRA,Printed Cotton A-Line Kurta, 3999, 699,4.4,1300,Kurta,Women,Great Product
940,GoSriKi,Women Printed Kurta Palazzos, 3197, 799,3.9,3000,Kurta,Women,Good Choice
941,Libas,Women Printed Kurta with Trousers With Dupatta, 5949, 1749,4.1,8,Kurta,Women,Great Product
942,GoSriKi,Floral Printed Kurta Set, 3197, 799,4.3,48,Kurta,Women,Great Product
943,MANOJAVA,Pure Cotton Printed Kurta Sets, 2900, 1489,4.1,585,Kurta,Women,Great Product
944,Libas,Women Printed Kurta Set, 2499, 999,4.3,0,Kurta,Women,Great Product
945,Khushal K,Printed Pure Cotton Kurta Set, 4399, 1231,4.4,672,Kurta,Women,Great Product
946,House of Pataudi,Embroidered Straight Kurtas, 2622, 917,4.3,266,Kurta,Women,Great Product
947,Libas,Women Printed Kurta with Trousers With Dupatta, 5699, 1599,3.8,99,Kurta,Women,Good Choice
948,GoSriKi,Thread Work Anarkali Kurta Set, 4345, 1098,3.2,1500,Kurta,Women,Average
949,KALINI,Bandhani Printed Kurta Set, 5599, 1189,3.7,566,Kurta,Women,Good Choice
950,CrossKulture,Women Printed Nightdress, 1999, 999,4.3,0,Loungewear,Women,Great Product
951,Clovia,Pure Cotton Shirt & Pyjama Set, 1999, 839,4.3,302,Loungewear,Women,Great Product
952,Herryqeal,Printed Baby Doll, 1999, 499,3.4,19,Loungewear,Women,Average
953,Jockey,Checked Straight Lounge Pant, 949, 939,4.3,411,Loungewear,Women,Great Product
954,Dreamz by Pantaloons,Straight-Leg Lounge Pants, 699, 664,4.2,16,Loungewear,Women,Great Product
955,max,Pure Cotton Lounge Pant, 499, 449,4.3,1100,Loungewear,Women,Great Product
956,max,Printed Cotton Lounge Shorts, 349, 309,4.5,453,Loungewear,Women,Great Product
957,AMMARZO,Self-Deign Nightwear Robe, 3999, 1199,4.3,0,Loungewear,Women,Great Product
958,Kryptic,Women Cotton Lounge Pants, 1249, 374,4.3,752,Loungewear,Women,Great Product
959,Jockey,Women Checked Lounge Pant,0,0,3.7,616,Loungewear,Women,Good Choice
960,AV2,Lace Work Satin Night Suit, 1499, 599,4.2,1600,Loungewear,Women,Great Product
961,Smarty Pants,Straight-Fit Lounge Pants, 1299, 584,3.8,52,Loungewear,Women,Good Choice
962,Enamor,Women Printed Lounge Shorts, 679, 611,4.5,2500,Loungewear,Women,Great Product
963,Sweet Dreams,Women Night suit,0,0,4.4,5,Loungewear,Women,Great Product
964,ariel,3Pc Abstract Printed Shorts, 1499, 794,4.5,15,Loungewear,Women,Great Product
965,Marks & Spencer,Women Graphic Print Night suit,0,0,4.3,0,Loungewear,Women,Great Product
966,Sweet Dreams,Women Night suit, 2799, 2519,4.3,0,Loungewear,Women,Great Product
967,NEUDIS,Women Wide-Leg Lounge Pants, 1499, 644,4.0,60,Loungewear,Women,Good Choice
968,ariel,Women Printed Lounge Shorts, 999, 449,4.6,77,Loungewear,Women,Excellent
969,AV2,Printed Night Suit, 2499, 949,4.5,60,Loungewear,Women,Great Product
970,Van Heusen,Women Relax Fit Lounge T-Shirt, 499, 484,4.4,61,Loungewear,Women,Great Product
971,Herryqeal,Women Halter Neck Baby Doll, 1999, 405,4.3,105,Loungewear,Women,Great Product
972,Sweet Dreams,Women Floral Print Night suit, 2799, 2519,4.3,0,Loungewear,Women,Great Product
973,Tokyo Talkies,Regular Fit Sleep Shirt, 999, 319,4.2,234,Loungewear,Women,Great Product
974,Marks & Spencer,Women Graphic Print Night suit,0,0,4.3,0,Loungewear,Women,Great Product
975,Sweet Dreams,Print Night suit, 2999, 2699,4.3,0,Loungewear,Women,Great Product
976,Broiden,Self Design Baby Doll, 2999, 599,4.2,840,Loungewear,Women,Great Product
977,Mast & Harbour,Printed Satin Night Suit, 2799, 839,4.5,619,Loungewear,Women,Great Product
978,Sweet Dreams,Floral Printed Maxi Nightdress, 1499, 809,4.3,68,Loungewear,Women,Great Product
979,Herryqeal,Self Design Baby Doll, 2599, 363,3.8,144,Loungewear,Women,Good Choice
980,max,Printed Pure Cotton Nightdress, 799, 649,4.5,922,Loungewear,Women,Great Product
981,Sweet Dreams,Women Geometric Print Night suit,0,0,4.3,0,Loungewear,Women,Great Product
982,PURPLE FLAUNT,Striped Maternity Nightdress, 1299, 831,4.5,307,Loungewear,Women,Great Product
983,Jockey,Women Solid Lounge Pants,0,0,4.4,641,Loungewear,Women,Great Product
984,Sweet Dreams,Women Printed Night Suit,0,0,4.4,19,Loungewear,Women,Great Product
985,Claura,Printed Nightdress, 1899, 873,4.3,2900,Loungewear,Women,Great Product
986,SANSKRUTIHOMES,Women Printed Night suit, 2599, 779,4.2,8400,Loungewear,Women,Great Product
987,Van Heusen,Women Flared Lounge Pants, 1049, 870,4.3,356,Loungewear,Women,Great Product
988,Masha,Oversized Cotton Night suit, 2499, 1349,4.5,309,Loungewear,Women,Great Product
989,Leading Lady,Women Printed Lounge Shorts, 599, 311,4.5,63,Loungewear,Women,Great Product
990,CrossKulture,Pure Cotton T-shirt Nightdress, 1999, 999,4.3,0,Loungewear,Women,Great Product
991,Herryqeal,Halter Neck Baby Doll, 1999, 405,4.2,551,Loungewear,Women,Great Product
992,NEUDIS,Ribbed Lounge Pants, 1499, 644,4.1,56,Loungewear,Women,Great Product
993,Sweet Dreams,Women Night suit, 2399, 2159,4.3,0,Loungewear,Women,Great Product
994,Ichaa,Floral Printed Night suit, 2999, 599,4.3,0,Loungewear,Women,Great Product
995,HANDICRAFT PALACE,Pure Cotton Kaftan Nightdress, 799, 703,4.2,26,Loungewear,Women,Great Product
996,Sweet Dreams,Women Night suit, 2799, 2519,4.3,0,Loungewear,Women,Great Product
997,max,Floral Printed Nightgown, 899, 699,4.3,161,Loungewear,Women,Great Product
998,Mast & Harbour,Printed Satin Night Suit, 2399, 623,4.6,395,Loungewear,Women,Excellent
999,Van Heusen,Women Flared Lounge Pants, 1049, 870,4.4,84,Loungewear,Women,Great Product
1000,Lakme,Eyeconic Kajal - Classic Brown, 350, 227,4.4,7400,Makeup,Women,Great Product
1001,Lakme,9to5 CC Light Mousse - 01, 525, 341,4.3,4200,Makeup,Women,Great Product
1002,Lakme,Sun Expert Ultra Matte Compact, 349, 167,4.4,20900,Makeup,Women,Great Product
1003,Maybelline,Instant Age Rewind Concealer, 749, 411,4.5,3200,Makeup,Women,Great Product
1004,Lakme,Set of 2 Eyeconic Kajal, 420, 201,4.6,47100,Makeup,Women,Excellent
1005,IMAGIC,6 Color Touch Blush Palette, 1599, 799,4.6,1000,Makeup,Women,Excellent
1006,Pilgrim,Dubai Bling Lipstick- 05, 645, 451,4.4,257,Makeup,Women,Great Product
1007,Maybelline,Waterproof Mascara-Very Black, 799, 511,4.5,13800,Makeup,Women,Great Product
1008,Maybelline,Lifter Lip Gloss - Moon, 799, 479,4.6,1100,Makeup,Women,Excellent
1009,LICK,28pcs Nail Set, 649, 220,4.8,5,Makeup,Women,Excellent
1010,Pixi,Hydrating On-the-Glow Blush,0,0,4.7,30,Makeup,Women,Excellent
1011,Pilgrim,4-Pcs Lipstick - The Pink Sin, 745, 260,4.3,605,Makeup,Women,Great Product
1012,ETUDE,Dear Darling Water Tint - 4, 450, 427,4.2,409,Makeup,Women,Great Product
1013,M.A.C,Fix+ Multitask Setting Spray,0,0,4.7,83,Makeup,Women,Excellent
1014,LOreal,Infallible Full Wear Concealer, 849, 466,4.6,2900,Makeup,Women,Excellent
1015,Maybelline,Fit me Concealer - Caramel 40, 599, 341,4.5,3200,Makeup,Women,Great Product
1016,FACES CANADA,Ultime Pro Gel Kajal - Black, 575, 408,4.5,7800,Makeup,Women,Great Product
1017,Makeup Revolution London,Pro New Neutral Palette 18 g, 1450, 507,4.6,3000,Makeup,Women,Excellent
1018,Maybelline,Eyeshadow Palette - Blush, 999, 549,4.4,9700,Makeup,Women,Great Product
1019,Renee,Midnight Kohl Kajal Pencil,0,0,4.3,12000,Makeup,Women,Great Product
1020,Makeup Revolution London,Ultra Blush & Contour Palette, 950, 285,4.4,541,Makeup,Women,Great Product
1021,Earth Rhythm,Lip & Cheek Tint, 499, 434,4.4,3200,Makeup,Women,Great Product
1022,Tuco Intelligent,Girls Glam Makeup Box, 899, 597,4.1,7,Makeup,Women,Great Product
1023,Maybelline,Matte Compact-Natural Buff, 269, 156,4.4,16500,Makeup,Women,Great Product
1024,The Pink Truck,Set of 24 Reusable Nails, 999, 359,3.9,54,Makeup,Women,Good Choice
1025,Lancome,Idole Eye Liner - Black, 2400, 1920,4.3,0,Makeup,Women,Great Product
1026,MARS,High Coverage Foundation - 06, 379, 299,4.3,1100,Makeup,Women,Great Product
1027,Pilgrim,Dubai Bling Lipstick- 08, 645, 451,4.4,283,Makeup,Women,Great Product
1028,M.A.C,In Extreme Kajal - Black,0,0,4.4,7000,Makeup,Women,Great Product
1029,Maybelline,Fit Me Matte Foundation, 649, 369,4.5,20900,Makeup,Women,Great Product
1030,LOreal,Infallible Full Wear Concealer, 849, 475,4.6,3400,Makeup,Women,Excellent
1031,Lakme,CC Tinted Serum 30ml - Latte, 699, 384,4.3,161,Makeup,Women,Great Product
1032,LICK,30pcs Artificial Nail Set, 799, 239,4.3,0,Makeup,Women,Great Product
1033,Pilgrim,Lipstick- The Khalifa- 02, 645, 451,4.2,326,Makeup,Women,Great Product
1034,Maybelline,Colossal Bold Liner - Black, 299, 170,4.5,60700,Makeup,Women,Great Product
1035,LOreal,Infallible 32H Foundation-140, 1099, 571,4.3,2200,Makeup,Women,Great Product
1036,Makeup Revolution London,Reloaded Combo II Eyeshadow,0,0,4.4,2700,Makeup,Women,Great Product
1037,Lakme,9to5 CC Light Mousse - 03, 525, 367,4.2,1300,Makeup,Women,Great Product
1038,The Pink Truck,Set Of 24 Reusable Nails, 999, 399,4.1,124,Makeup,Women,Great Product
1039,Mamaearth,Creamy Matte Ruby Crush, 399, 335,4.3,699,Makeup,Women,Great Product
1040,Lakme,9to5 CC Light Mousse - 1A, 525, 320,4.3,1400,Makeup,Women,Great Product
1041,VEGA,NB-01 Nail Buffer, 140, 119,4.2,129,Makeup,Women,Great Product
1042,The Pink Truck,Set of 24 Artificial Nails, 999, 399,4.0,50,Makeup,Women,Good Choice
1043,Lakme,CC Tinted Serum 30ml - Dolce, 749, 449,4.6,96,Makeup,Women,Excellent
1044,FEELHIGH,24Pcs Press On Nails - A07,0,0,4.2,19,Makeup,Women,Great Product
1045,MARS,Love Track Velvet Lip Tint,0,0,4.7,47,Makeup,Women,Excellent
1046,Maybelline,Colossal Kajal - Deep Black, 199, 133,4.5,68200,Makeup,Women,Great Product
1047,LICK,30 Pcs Matte Nails Extensions, 549, 225,4.5,26,Makeup,Women,Great Product
1048,MARS,Love Track Velvet Lip Tint,0,0,4.6,62,Makeup,Women,Excellent
1049,Lakme,9to5 CC Light Mousse - 04, 499, 324,4.2,348,Makeup,Women,Great Product
1050,Clinique,Women Happy Perfume Spray, 9999, 3999,4.5,3400,Perfume,Unisex,Great Product
1051,Lancome,Women Idole Eau De Parfum 50ml, 6800, 6120,4.8,216,Perfume,Unisex,Excellent
1052,Marks & Spencer,Ocean Musk EDT - 100 ml,0,0,4.3,153,Perfume,Unisex,Great Product
1053,Bella Vita Organic,Honey Oud Eau De Parfum 100 ml, 999, 579,4.5,5400,Perfume,Unisex,Great Product
1054,Lancome,Women Idole Eau De Parfum, 9500, 8550,4.7,164,Perfume,Unisex,Excellent
1055,Plum,BodyLovin' VanillaCaramelloEDP, 899, 629,4.5,2300,Perfume,Unisex,Great Product
1056,Marks & Spencer,Magnolia EDT- 100 ml,0,0,4.6,20,Perfume,Unisex,Excellent
1057,Prada,Women Paradoxe EDP - 50ml, 10400, 9360,4.7,74,Perfume,Unisex,Excellent
1058,Bella Vita Organic,Unisex White Oud Perfume, 999, 579,4.4,11200,Perfume,Unisex,Great Product
1059,Marks & Spencer,Fresh Mandarin Eau De Toilette 30ml,0,0,4.1,79,Perfume,Unisex,Great Product
1060,Lancome,Women Idole EDP - 10 ml,0,0,4.8,80,Perfume,Unisex,Excellent
1061,Calvin Klein,Everyone Eau De Toilette- 10ml, 1900, 1615,4.3,41,Perfume,Unisex,Great Product
1062,Bella Vita Organic,4Pcs Eau de Parfum Gift Set, 849, 500,4.3,954,Perfume,Unisex,Great Product
1063,Lancome,Women La Vie Est Belle EDP, 10500, 9450,4.7,64,Perfume,Unisex,Excellent
1064,Plum,BodyLovin' Hawaiian Rumba EDP, 799, 559,4.5,649,Perfume,Unisex,Great Product
1065,Bella Vita Organic,Skai Aquatic EDC - 100ml, 699, 496,4.5,7000,Perfume,Unisex,Great Product
1066,Lancome,Women La Vie Est Belle EDP, 5500, 4950,4.3,51,Perfume,Unisex,Great Product
1067,Marks & Spencer,Warm Neroli Eau De Toilette,0,0,4.1,85,Perfume,Unisex,Great Product
1068,Plum,BodyLovin' Vanilla Vibes EDP, 799, 559,4.5,945,Perfume,Unisex,Great Product
1069,Lancome,Women Idole Now Eau Da Parfum, 9500, 8550,4.9,53,Perfume,Unisex,Excellent
1070,Arabian Aroma,Seduction Eau De Parfum- 100ml, 799, 431,4.3,1200,Perfume,Unisex,Great Product
1071,Bella Vita Organic,Vanilla Gourmet EDP- 100 ml, 799, 575,4.3,530,Perfume,Unisex,Great Product
1072,Elizabeth Arden,Women 5th Avenue Eau De Parfum, 7000, 5950,4.6,28,Perfume,Unisex,Excellent
1073,Carlton London,Set of Him & Her EDP, 2290, 687,4.4,1600,Perfume,Unisex,Great Product
1074,Carlton London,Set of 4 EDP Perfume-30ml each, 2490, 747,4.5,8300,Perfume,Unisex,Great Product
1075,Lancome,Rose Eau Da Parfum-100ml, 10500, 9450,4.4,15,Perfume,Unisex,Great Product
1076,Marks & Spencer,Spiced Amber Eau De Toilette,0,0,4.4,105,Perfume,Unisex,Great Product
1077,GUESS,Amore Portofino EDT - 100 ml, 5900, 2360,4.4,124,Perfume,Unisex,Great Product
1078,Carolina Herrera,Good Girl Eau de Parfum 80 ml,0,0,4.7,278,Perfume,Unisex,Excellent
1079,Ajmal,Summer Sage Eau De Parfum, 899, 503,4.1,479,Perfume,Unisex,Great Product
1080,Plum,BodyLovin' EDP - 50 ml, 899, 629,4.3,99,Perfume,Unisex,Great Product
1081,Carolina Herrera,Good Girl Blush Eau de Parfum,0,0,4.3,257,Perfume,Unisex,Great Product
1082,Bella Vita Organic,Pure Musk Eau De Parfum-100 ml, 899, 503,3.9,431,Perfume,Unisex,Good Choice
1083,Marks & Spencer,8 Pcs Eau De Toilette-2ml Each,0,0,3.8,13,Perfume,Unisex,Good Choice
1084,Yves Saint Laurent,Women Libre Eau De Parfum,0,0,4.8,23,Perfume,Unisex,Excellent
1085,SKINN,4-Pcs 24Seven EDP- 20 ml, 1745, 1483,4.5,176,Perfume,Unisex,Great Product
1086,Ajmal,Patchouli Haze Eau De Parfum, 899, 503,4.1,469,Perfume,Unisex,Great Product
1087,Giorgio Armani,Women Si Eau de Parfum 100ml, 11000, 9900,4.7,126,Perfume,Unisex,Excellent
